account_age_days,transaction_amount,hour,weekday,month,is_high_value,transaction_amount_log,channel_Atm,channel_Mobile,channel_Pos,channel_Web,kyc_verified_No,kyc_verified_Yes,is_fraud
2807,56718,2,5,8,1,10.945864530585146,False,False,False,True,0,1,0
1822,13109,4,4,8,0,9.481130576757746,False,False,True,False,1,0,0
267,2547,22,2,8,0,7.843064016692054,False,False,True,False,0,1,0
2957,5803,7,2,8,0,8.666302614004078,False,False,True,False,1,0,0
704,63482,19,6,8,1,11.058527432502881,False,True,False,False,0,1,0
643,124903,8,4,8,1,11.735300721221357,False,False,True,False,0,1,0
1379,140896,21,6,8,1,11.855784405963862,False,False,True,False,0,1,0
2055,7405,7,3,8,0,8.910045761473558,False,False,False,True,1,0,0
117,4109,11,2,8,0,8.32117830749028,False,True,False,False,0,1,0
1634,7622,6,3,8,0,8.938925271988273,False,False,False,True,0,1,0
1859,10099,23,0,8,0,9.22029070282935,False,True,False,False,0,1,0
904,2130,4,0,8,0,7.664346632098617,False,True,False,False,0,1,0
2416,166929,21,4,8,1,12.025329841849434,False,False,False,True,1,0,1
1439,26502,13,5,8,0,10.185013213113992,False,False,False,True,0,1,0
2504,108968,10,2,8,1,11.598818717091163,True,False,False,False,1,0,0
2226,24565,4,4,8,0,10.10911865209904,False,True,False,False,0,1,0
1073,214332,3,0,8,1,12.275286159340483,False,False,False,True,0,1,0
2953,21585,14,6,8,0,9.97980023538529,True,False,False,False,1,0,1
2040,41910,11,1,8,0,10.643303601288238,False,False,False,True,0,1,0
1376,168933,9,0,8,1,12.037263385083138,False,False,False,True,0,1,1
1935,10071,13,2,8,0,9.217514575724183,False,True,False,False,0,1,0
93,11309,5,3,8,0,9.333442569110167,True,False,False,False,0,1,0
2088,7418,12,5,8,0,8.911799556189527,False,True,False,False,1,0,0
2254,15929,4,2,8,0,9.675959402904095,False,False,False,True,0,1,0
1451,8194,15,5,8,0,9.01127949117793,False,False,True,False,0,1,0
621,71680,12,0,8,1,11.179980998444357,False,False,True,False,0,1,0
1084,12588,15,5,8,0,9.44057869576626,False,True,False,False,1,0,0
1726,4356,21,4,8,0,8.379539026117442,False,True,False,False,0,1,0
989,10743,6,5,8,0,9.282102738203074,False,True,False,False,0,1,0
715,7204,18,4,8,0,8.882530508433623,False,True,False,False,1,0,0
1245,7410,6,5,8,0,8.910720661951359,False,False,False,True,0,1,0
1606,16069,16,0,8,0,9.684709458731557,False,True,False,False,0,1,0
2742,214496,17,6,8,1,12.276051031238417,False,False,False,True,0,1,1
1609,17222,8,0,8,0,9.754000978835746,False,True,False,False,0,1,0
850,2564,1,0,8,0,7.84971375760487,False,False,True,False,1,0,0
1729,12029,10,5,8,0,9.395158808968725,False,False,False,True,0,1,0
2841,9099,7,2,8,0,9.116029692504942,False,True,False,False,0,1,0
2236,227067,4,6,8,1,12.333004811075925,False,True,False,False,0,1,1
2663,15406,15,1,8,0,9.642577230581775,False,False,False,True,0,1,0
2142,283201,21,4,8,1,12.553915702923657,False,False,True,False,0,1,1
1353,9282,1,4,8,0,9.135940049399933,False,True,False,False,0,1,0
2732,13178,11,2,8,0,9.486379932643889,False,True,False,False,1,0,0
78,8813,3,4,8,0,9.084096645401932,False,True,False,False,0,1,0
705,112308,21,1,8,1,11.62900927999081,False,True,False,False,0,1,0
200,6154,3,3,8,0,8.725020038618554,False,True,False,False,0,1,0
483,7547,12,0,8,0,8.92903790648844,False,True,False,False,0,1,0
43,3304,17,5,8,0,8.103191752285786,False,False,False,True,1,0,1
2918,2462,12,2,8,0,7.809135398120538,False,False,True,False,0,1,0
1623,5129,14,0,8,0,8.542860938164814,False,False,False,True,0,1,0
552,13463,13,6,8,0,9.507774735870642,False,False,False,True,0,1,1
72,6492,1,6,8,0,8.778479952508487,False,True,False,False,0,1,0
2764,156659,11,5,8,1,11.96183313092123,False,True,False,False,0,1,0
644,6022,4,4,8,0,8.70334075304372,False,False,False,True,0,1,0
697,224986,9,3,8,1,12.32379790173958,False,False,False,True,0,1,1
418,7461,22,2,8,0,8.917578753781104,False,True,False,False,1,0,0
2242,5277,17,2,8,0,8.57130251706327,False,False,False,True,0,1,0
96,15688,4,4,8,0,9.660715108832955,False,False,True,False,0,1,0
2127,5923,3,6,8,0,8.68676717538769,False,False,False,True,0,1,0
1566,19231,0,5,8,0,9.864330837334935,False,True,False,False,0,1,0
1838,191421,19,5,8,1,12.162235693924341,False,False,False,True,0,1,0
350,6310,5,3,8,0,8.75004942158424,False,True,False,False,0,1,0
1061,7365,23,2,8,0,8.904630097005011,False,False,False,True,0,1,0
1298,197007,17,1,8,1,12.190999616032652,False,False,False,True,1,0,0
2275,27961,21,6,8,0,10.23860172454777,False,True,False,False,0,1,0
2086,3093,16,5,8,0,8.037220031133012,False,False,True,False,0,1,0
766,6006,2,2,8,0,8.700680734850161,True,False,False,False,0,1,0
2453,5855,5,3,8,0,8.675222055641148,False,True,False,False,0,1,0
47,16088,15,5,8,0,9.685891087651035,False,True,False,False,0,1,0
2826,25240,16,6,8,0,10.136224935521659,False,False,False,True,0,1,0
1881,7644,4,3,8,0,8.941807118363164,False,True,False,False,0,1,0
1842,6347,14,0,8,0,8.7558950816463,False,True,False,False,0,1,0
2358,13899,19,5,8,0,9.539644119118783,False,True,False,False,0,1,0
2915,20195,22,4,8,0,9.913239843978806,False,False,True,False,0,1,0
2247,8921,14,2,8,0,9.09627541568821,False,True,False,False,0,1,0
732,15095,19,1,8,0,9.622185087048386,False,True,False,False,0,1,0
736,284842,10,2,8,1,12.559693430269217,False,True,False,False,0,1,0
2994,6519,2,1,8,0,8.782629654920699,False,False,False,True,0,1,0
2218,220037,6,5,8,1,12.301555537691588,True,False,False,False,0,1,0
325,4394,1,0,8,0,8.388222810119277,True,False,False,False,0,1,0
361,7097,19,6,8,0,8.867568333206442,False,False,False,True,0,1,0
1406,17293,15,0,8,0,9.758114899520375,False,True,False,False,1,0,0
1477,4606,14,0,8,0,8.435332164935916,False,False,True,False,0,1,0
2119,10500,0,6,8,0,9.259225769705994,False,True,False,False,0,1,0
643,13036,3,5,8,0,9.47554674766278,False,False,True,False,0,1,0
714,109501,21,3,8,1,11.603698092912076,False,True,False,False,0,1,0
2887,2484,7,4,8,0,7.818027938530729,True,False,False,False,0,1,0
569,5916,1,6,8,0,8.685584842676693,False,True,False,False,1,0,0
848,3551,6,4,8,0,8.17526610411206,False,False,False,True,0,1,0
2983,7455,6,6,8,0,8.916774356365426,False,False,False,True,0,1,0
1452,5242,21,1,8,0,8.564649132572534,False,True,False,False,0,1,0
1520,18549,13,2,8,0,9.82822506803558,False,True,False,False,0,1,0
1998,11725,8,0,8,0,9.369563877524161,False,True,False,False,0,1,0
745,6211,0,3,8,0,8.734238184268579,False,True,False,False,0,1,0
2964,2386,15,5,8,0,7.77779262633883,False,True,False,False,0,1,0
2864,12097,18,1,8,0,9.400795428666859,True,False,False,False,0,1,0
2525,10742,2,4,8,0,9.282009658666542,False,False,True,False,0,1,0
1220,7255,1,3,8,0,8.889583991794973,False,False,False,True,0,1,0
790,4549,21,1,8,0,8.422882511944996,False,True,False,False,0,1,0
756,4017,6,6,8,0,8.29853954537488,False,True,False,False,0,1,0
2400,3964,14,1,8,0,8.285261134068948,False,False,False,True,1,0,0
603,4439,12,6,8,0,8.39840965542627,False,False,True,False,0,1,0
101,8931,18,4,8,0,9.097395612960048,False,False,True,False,0,1,0
2152,11003,23,5,8,0,9.306014122044465,False,True,False,False,0,1,1
1478,242370,21,3,8,1,12.398224889056527,False,False,True,False,0,1,0
2919,4711,20,6,8,0,8.457867725331422,False,False,True,False,1,0,0
88,11321,9,1,8,0,9.334503014596605,False,False,True,False,0,1,0
2604,5568,23,5,8,0,8.624970783589669,False,False,False,True,0,1,0
602,7786,7,5,8,0,8.960210955576986,True,False,False,False,0,1,0
337,7356,17,2,8,0,8.903407519932264,False,False,False,True,0,1,0
1596,9134,22,6,8,0,9.119868468812108,False,True,False,False,1,0,0
2790,78530,22,4,8,1,11.271248730274856,False,True,False,False,1,0,0
2572,25915,22,3,8,0,10.162615817569847,False,True,False,False,1,0,0
2513,115600,2,1,8,1,11.65789988570203,False,True,False,False,0,1,0
531,6976,8,4,8,0,8.850374303939237,False,False,True,False,0,1,0
2096,9709,6,5,8,0,9.18091156128537,False,False,True,False,0,1,0
132,5950,1,6,8,0,8.691314551644853,False,True,False,False,0,1,0
2295,2389,2,4,8,0,7.779048644925556,True,False,False,False,0,1,0
2744,219533,5,2,8,1,12.29926239699629,False,True,False,False,0,1,0
2632,5022,1,2,8,0,8.521782643750045,False,False,True,False,0,1,0
136,7205,4,5,8,0,8.882669291308039,False,False,False,True,0,1,0
2611,14300,18,5,8,0,9.568084743872936,False,True,False,False,1,0,0
474,8666,11,5,8,0,9.067277989134345,False,True,False,False,0,1,0
147,3744,19,6,8,0,8.22817689595132,False,False,False,True,0,1,0
1914,6216,2,3,8,0,8.735042754269337,True,False,False,False,0,1,0
2478,213445,2,4,8,1,12.271139152258819,True,False,False,False,1,0,1
2865,6251,1,6,8,0,8.740656691541368,False,False,False,True,0,1,0
2348,85398,3,5,8,1,11.35508967010623,False,False,True,False,0,1,0
490,14390,20,4,8,0,9.574358290170174,False,False,False,True,0,1,0
221,6042,23,3,8,0,8.706655856361559,False,False,False,True,0,1,0
1810,6785,15,6,8,0,8.822616945344176,False,False,False,True,0,1,0
2418,2686,7,5,8,0,7.8961806086154915,False,True,False,False,0,1,1
324,14580,21,0,8,0,9.587474590316285,False,True,False,False,0,1,0
137,264233,12,6,8,1,12.484590353176536,False,False,False,True,0,1,0
1362,7585,23,4,8,0,8.934059722248843,False,True,False,False,0,1,0
731,35848,6,0,8,0,10.487070951635932,False,False,False,True,0,1,0
2630,6003,0,0,8,0,8.700181192753353,False,False,False,True,0,1,0
1719,3737,21,0,8,0,8.226305988015508,True,False,False,False,0,1,0
562,9416,0,1,8,0,9.150271845510064,False,True,False,False,0,1,0
2645,4756,9,1,8,0,8.467372496432281,False,False,False,True,0,1,0
834,215842,17,6,8,1,12.28230657052957,False,False,False,True,1,0,0
1731,6029,23,2,8,0,8.704502289721232,False,False,False,True,0,1,0
1128,17189,5,1,8,0,9.752083098376895,False,True,False,False,0,1,0
358,8536,0,1,8,0,9.052164937010307,False,False,False,True,0,1,0
2799,3753,14,6,8,0,8.230577217146454,True,False,False,False,0,1,0
2321,13045,10,0,8,0,9.476236852356042,False,False,False,True,0,1,0
1840,15009,8,5,8,0,9.616471924627508,False,True,False,False,1,0,1
2748,8469,1,3,8,0,9.0442857876461,False,False,True,False,0,1,0
2601,6032,12,4,8,0,8.704999678440762,False,True,False,False,0,1,0
2143,9700,19,5,8,0,9.179984251961283,True,False,False,False,0,1,0
811,8237,21,5,8,0,9.016512874996026,False,False,False,True,1,0,0
2468,6656,12,3,8,0,8.803424211600703,False,False,False,True,0,1,0
1667,6752,8,5,8,0,8.817742129574842,True,False,False,False,0,1,0
2713,7726,17,6,8,0,8.952475967933584,False,True,False,False,1,0,0
2990,8882,8,0,8,0,9.0918946167697,False,False,True,False,0,1,0
980,12254,21,1,8,0,9.413689295962213,False,True,False,False,0,1,0
2894,13371,5,2,8,0,9.500918247539989,False,True,False,False,1,0,1
44,120452,15,1,8,1,11.699014914333102,False,True,False,False,0,1,1
2466,8743,15,0,8,0,9.076123029856374,False,False,False,True,0,1,0
533,8519,2,0,8,0,9.050171619823361,True,False,False,False,0,1,0
2715,5380,22,2,8,0,8.59062950948942,False,False,True,False,0,1,0
461,6648,14,2,8,0,8.802221746402456,False,False,False,True,0,1,0
2488,2514,22,6,8,0,7.83002808253384,False,False,False,True,0,1,1
661,264767,14,1,8,1,12.486609249821083,False,False,False,True,0,1,1
994,137750,17,5,8,1,11.833202986516941,False,True,False,False,0,1,0
2742,6756,19,6,8,0,8.818334283552174,False,True,False,False,0,1,0
1527,20321,15,5,8,0,9.919459322045826,True,False,False,False,0,1,0
2228,42687,20,6,8,0,10.661673129275295,False,False,False,True,0,1,0
1423,44985,0,5,8,0,10.714106609236245,False,True,False,False,0,1,0
2568,8124,3,4,8,0,9.002701007197938,True,False,False,False,0,1,0
1070,8052,20,5,8,0,8.993799971795545,False,True,False,False,0,1,1
2735,16882,0,1,8,0,9.734062477477194,False,False,False,True,0,1,0
2760,4193,8,0,8,0,8.341410211461865,False,False,True,False,0,1,0
1572,6683,6,3,8,0,8.807471889715284,False,True,False,False,0,1,0
2608,5470,1,5,8,0,8.607216694063826,True,False,False,False,0,1,0
1553,22758,14,6,8,0,10.032715950543913,False,True,False,False,0,1,0
2206,280901,4,6,8,1,12.545761133038509,False,True,False,False,0,1,1
2052,14595,19,3,8,0,9.588502797556337,False,True,False,False,0,1,0
2083,213471,3,5,8,1,12.271260955509241,False,True,False,False,0,1,0
1273,5195,3,6,8,0,8.55564437779049,False,True,False,False,0,1,0
2556,11966,15,5,8,0,9.389908140573516,False,True,False,False,0,1,0
1009,9139,1,1,8,0,9.120415664448196,False,True,False,False,0,1,0
207,6967,11,3,8,0,8.849083518532339,False,False,True,False,0,1,0
2451,23986,3,1,8,0,10.08526729590903,False,True,False,False,0,1,0
1532,162936,18,0,8,1,12.001118902009853,False,False,True,False,0,1,0
1231,5618,17,0,8,0,8.633908991112198,False,True,False,False,0,1,0
2301,13439,21,1,8,0,9.50599061407714,False,False,True,False,0,1,0
939,16522,13,4,8,0,9.71250862865099,True,False,False,False,1,0,0
2412,12903,10,1,8,0,9.465292619805044,False,False,False,True,0,1,0
1142,15078,13,6,8,0,9.621058326365796,False,True,False,False,1,0,1
1235,14954,16,1,8,0,9.612800971064049,False,False,False,True,0,1,0
1413,7650,4,1,8,0,8.942591637231851,False,False,True,False,0,1,0
2220,12090,15,5,8,0,9.400216653174247,False,True,False,False,0,1,0
2723,11639,15,4,8,0,9.36220272128543,False,False,True,False,0,1,0
2717,18019,5,4,8,0,9.799237531162328,False,True,False,False,0,1,0
2238,13193,7,3,8,0,9.487517459782817,False,False,False,True,0,1,0
1434,7757,10,0,8,0,8.956479847999912,False,True,False,False,0,1,0
2757,6541,18,6,8,0,8.785998208098329,False,True,False,False,0,1,0
594,4963,6,3,8,0,8.509967146324497,False,False,False,True,1,0,0
419,2617,22,3,8,0,7.870165946469845,False,False,False,True,0,1,0
2039,7728,16,5,8,0,8.952734767106872,False,True,False,False,0,1,0
635,12567,17,5,8,0,9.438909179935457,False,True,False,False,0,1,0
2198,22688,14,5,8,0,10.029635504524139,False,True,False,False,0,1,0
2027,2706,20,1,8,0,7.903596289614301,False,True,False,False,0,1,0
1784,6395,23,3,8,0,8.763428073953845,False,True,False,False,0,1,0
904,14314,19,4,8,0,9.569063217532216,False,False,False,True,0,1,0
2606,4520,11,6,8,0,8.416488487294606,True,False,False,False,0,1,0
699,8594,11,3,8,0,9.05893591781695,False,False,True,False,1,0,1
804,7347,6,0,8,0,8.902183446335016,False,False,True,False,1,0,0
420,6073,0,5,8,0,8.711772645605693,False,False,False,True,0,1,0
1804,4955,21,0,8,0,8.508354242749032,False,True,False,False,0,1,0
2235,16827,0,6,8,0,9.730799444710412,False,True,False,False,0,1,0
727,22134,10,4,8,0,10.004915345166241,False,True,False,False,0,1,0
1433,5507,16,1,8,0,8.613956859848546,False,False,True,False,0,1,0
2406,11059,8,0,8,0,9.311090275076326,True,False,False,False,0,1,0
2823,191687,13,6,8,1,12.163624329265335,False,True,False,False,0,1,0
2270,5397,2,2,8,0,8.59378379357795,False,True,False,False,0,1,0
2452,3719,22,6,8,0,8.221478947267192,False,False,True,False,0,1,0
1645,5804,5,6,8,0,8.666474894131992,False,True,False,False,0,1,0
2600,19959,10,3,8,0,9.901485549865455,False,True,False,False,0,1,0
139,10729,0,2,8,0,9.280798835624744,False,False,True,False,0,1,0
1631,8735,13,1,8,0,9.075207697984686,False,False,True,False,0,1,0
1454,2955,0,0,8,0,7.991592282068092,False,False,False,True,0,1,0
1086,2027,16,4,8,0,7.614805364711073,False,False,False,True,0,1,0
2064,3871,17,0,8,0,8.261526448396468,False,True,False,False,0,1,0
1756,25355,4,4,8,0,10.140770667404057,False,False,False,True,0,1,0
2741,6797,1,5,8,0,8.824383730256061,False,True,False,False,0,1,0
1030,8046,23,3,8,0,8.993054630146133,False,True,False,False,0,1,0
114,14775,14,1,8,0,9.600759521879075,False,True,False,False,0,1,0
1190,5939,4,3,8,0,8.68946441235669,False,False,False,True,0,1,0
1012,5789,4,2,8,0,8.663887570567042,False,True,False,False,0,1,0
2642,4091,19,2,8,0,8.316789127071518,False,False,False,True,0,1,0
2141,12523,0,1,8,0,9.435402082446297,False,True,False,False,0,1,0
2361,6375,6,4,8,0,8.760296220470051,False,True,False,False,0,1,0
2320,285036,8,6,8,1,12.560374275385712,False,True,False,False,0,1,0
208,19029,2,0,8,0,9.853771960290196,False,False,False,True,0,1,0
2063,175641,6,3,8,1,12.07620311153863,False,False,True,False,0,1,0
2448,9839,3,3,8,0,9.1942109900463,False,True,False,False,0,1,0
1293,5482,11,3,8,0,8.609407675404048,False,True,False,False,0,1,0
653,7562,5,5,8,0,8.93102321585603,False,True,False,False,1,0,0
824,14646,6,6,8,0,9.591990815318308,False,False,False,True,0,1,0
362,9754,16,1,8,0,9.185535253057212,False,True,False,False,0,1,0
1813,3819,7,5,8,0,8.24800570160062,False,False,False,True,1,0,0
896,4408,20,2,8,0,8.391403185357937,False,True,False,False,0,1,0
2563,6115,15,5,8,0,8.718663567048953,False,True,False,False,0,1,0
2163,5235,0,5,8,0,8.56331312702979,False,False,False,True,0,1,0
1945,2773,3,2,8,0,7.928045600874777,False,False,True,False,0,1,0
382,3381,6,0,8,0,8.126222529458525,False,True,False,False,1,0,0
1316,25438,14,0,8,0,10.144038708505372,False,False,False,True,0,1,0
1119,17908,14,6,8,0,9.79305865876674,False,False,False,True,0,1,0
553,127101,3,3,8,1,11.752745192694968,False,False,False,True,0,1,0
614,8721,9,0,8,0,9.073603848402712,False,True,False,False,0,1,0
1984,4976,8,2,8,0,8.512582578858554,False,True,False,False,0,1,0
381,12782,19,6,8,0,9.455871442168021,False,False,False,True,0,1,0
649,5007,14,3,8,0,8.518791912779934,False,False,False,True,0,1,0
198,258795,1,3,8,1,12.463795385538898,False,True,False,False,0,1,1
2936,5758,1,6,8,0,8.658519127506672,True,False,False,False,0,1,0
106,8507,6,0,8,0,9.048762176320128,False,True,False,False,0,1,0
2919,4156,4,3,8,0,8.332548939252638,False,False,False,True,0,1,0
425,11489,2,2,8,0,9.3492323708428,True,False,False,False,0,1,0
441,7320,15,4,8,0,8.898502209646642,False,False,True,False,0,1,0
1179,6095,0,2,8,0,8.715388097366482,False,False,False,True,0,1,0
982,24908,17,0,8,0,10.122984462930141,False,True,False,False,0,1,0
1207,6020,23,3,8,0,8.703008637464448,False,False,False,True,0,1,0
2766,152812,8,4,8,1,11.936970230629615,False,False,False,True,0,1,0
2949,120092,14,6,8,1,11.696021721606755,False,False,True,False,0,1,0
2140,3447,12,4,8,0,8.145549631783584,False,True,False,False,0,1,0
1637,7070,12,6,8,0,8.863757191604241,True,False,False,False,0,1,0
2944,6653,7,0,8,0,8.802973456578423,False,False,True,False,0,1,0
902,15316,7,0,8,0,9.636718601664555,False,True,False,False,0,1,0
313,51475,0,6,8,1,10.848870958613556,False,False,True,False,1,0,0
218,5272,16,1,8,0,8.57035473953047,False,False,False,True,0,1,0
2103,10610,20,4,8,0,9.269646477873591,False,False,False,True,0,1,0
1137,5596,22,6,8,0,8.62998601889136,False,False,False,True,0,1,0
2317,51330,19,5,8,1,10.846050137149113,False,True,False,False,0,1,0
2425,34103,3,1,8,0,10.437169958445047,False,True,False,False,0,1,0
308,109561,6,4,8,1,11.604245878047928,False,True,False,False,1,0,1
1028,10165,22,5,8,0,9.226804098006848,False,False,False,True,1,0,0
237,153521,22,1,8,1,11.941599158215274,False,True,False,False,0,1,1
2892,203537,16,6,8,1,12.223607998619235,False,False,False,True,0,1,0
2060,10351,10,0,8,0,9.244935016740682,False,True,False,False,1,0,0
2083,6836,5,1,8,0,8.830104317913793,False,True,False,False,0,1,0
567,4358,8,1,8,0,8.379997952238393,False,False,False,True,0,1,0
2141,9479,7,3,8,0,9.156939595249067,False,False,True,False,1,0,1
1794,8393,18,4,8,0,9.035272443893536,False,True,False,False,0,1,0
812,11630,0,1,8,0,9.36142922633904,False,True,False,False,1,0,1
682,16752,0,4,8,0,9.726332625693532,False,False,False,True,0,1,0
344,36269,16,0,8,0,10.498746232276948,True,False,False,False,0,1,0
2038,13905,5,4,8,0,9.540075680658964,False,True,False,False,1,0,0
1482,9116,21,5,8,0,9.117896081584902,False,False,True,False,1,0,0
732,6298,4,1,8,0,8.74814616962193,False,False,False,True,1,0,1
2710,10950,0,5,8,0,9.301186055275759,False,True,False,False,0,1,0
2137,5370,22,6,8,0,8.58876938990546,False,False,False,True,1,0,0
1922,6861,23,4,8,0,8.833754223418396,False,True,False,False,0,1,0
2204,170701,5,1,8,1,12.047674625175523,False,True,False,False,0,1,0
1866,6082,15,6,8,0,8.713253274320705,False,False,False,True,0,1,0
2400,4884,2,0,8,0,8.493924564476883,False,False,False,True,0,1,0
900,208377,0,2,8,1,12.247109017070034,False,True,False,False,0,1,0
1901,15653,19,5,8,0,9.658481754364784,False,True,False,False,0,1,0
736,44489,16,1,8,0,10.703019723800088,False,True,False,False,0,1,0
1325,10559,3,1,8,0,9.264828557260252,False,False,False,True,0,1,0
913,16159,19,2,8,0,9.690294332075087,False,False,False,True,0,1,0
500,16561,22,0,8,0,9.714866193593645,False,False,False,True,0,1,0
1668,5205,16,5,8,0,8.55756708555451,False,True,False,False,0,1,0
1455,20576,21,3,8,0,9.931929226167432,True,False,False,False,0,1,0
2496,9640,21,0,8,0,9.17378011666438,False,False,False,True,0,1,0
71,5219,17,2,8,0,8.560252680876685,False,False,False,True,0,1,0
779,239959,7,5,8,1,12.38822752176703,False,False,False,True,1,0,0
879,62521,15,1,8,1,11.043273773787027,False,True,False,False,1,0,0
1944,12361,2,5,8,0,9.422382530219219,False,False,False,True,0,1,0
278,10017,23,5,8,0,9.212138753917563,False,False,False,True,0,1,0
2800,240164,10,6,8,1,12.389081466104265,False,False,False,True,0,1,0
2641,220127,1,0,8,1,12.301964474325741,False,False,False,True,0,1,0
2992,4695,16,2,8,0,8.454466361507933,False,True,False,False,0,1,0
1040,10785,15,0,8,0,9.286004275897172,False,False,False,True,1,0,0
271,2546,23,3,8,0,7.842671474979457,False,False,True,False,0,1,0
836,9395,5,1,8,0,9.148039345778804,False,False,False,True,0,1,0
1729,8800,0,1,8,0,9.082620630373812,False,True,False,False,0,1,0
1350,6524,6,6,8,0,8.783396232190894,False,False,False,True,0,1,0
1742,294177,10,3,8,1,12.591940305291518,False,False,False,True,0,1,0
397,6848,19,1,8,0,8.831857935197906,False,False,True,False,1,0,0
92,1112,7,2,8,0,7.014814351275545,True,False,False,False,0,1,0
2495,87009,15,3,8,1,11.37377833356007,True,False,False,False,0,1,0
2692,5922,13,2,8,0,8.686598356276965,False,False,False,True,0,1,0
673,3154,21,0,8,0,8.056743774975313,False,True,False,False,1,0,0
366,4213,16,6,8,0,8.346167594364134,False,True,False,False,0,1,0
1056,14021,12,5,8,0,9.548382803766913,False,True,False,False,0,1,0
1395,6600,15,3,8,0,8.79497643168877,False,False,False,True,0,1,0
1014,3768,5,1,8,0,8.234564993267135,True,False,False,False,0,1,0
435,11930,4,1,8,0,9.3868953338758,False,False,False,True,0,1,0
919,9263,23,0,8,0,9.133891199812776,False,True,False,False,1,0,0
824,4551,21,1,8,0,8.423321975806166,False,True,False,False,0,1,0
1464,18639,11,6,8,0,9.833065088239582,False,False,False,True,0,1,0
1093,21929,20,2,8,0,9.995610841411933,False,False,True,False,1,0,0
1545,16227,10,6,8,0,9.694493424326337,False,False,True,False,0,1,0
1012,20357,9,3,8,0,9.921229234012285,False,True,False,False,1,0,1
1006,9122,5,1,8,0,9.118553976345474,False,True,False,False,0,1,0
1390,6393,10,4,8,0,8.763115329619787,False,False,False,True,0,1,0
2440,8390,22,1,8,0,9.03491498187007,False,True,False,False,0,1,0
1480,31910,10,1,8,0,10.370706056919774,False,False,True,False,0,1,0
460,286410,9,1,8,1,12.565183121152295,False,False,False,True,0,1,0
1582,3082,7,2,8,0,8.03365842788615,False,True,False,False,0,1,0
2638,8900,11,3,8,0,9.093918908958932,False,False,False,True,1,0,0
817,187727,1,2,8,1,12.142749385663405,False,False,False,True,1,0,0
1346,5373,13,5,8,0,8.589327789175437,False,True,False,False,1,0,0
886,26438,1,4,8,0,10.18259547176777,False,True,False,False,0,1,0
2072,8951,8,5,8,0,9.09963224999176,False,False,False,True,0,1,0
405,16052,8,2,8,0,9.683651026979414,False,True,False,False,1,0,0
1302,8373,23,6,8,0,9.032886946579088,False,False,True,False,0,1,0
104,216837,1,5,8,1,12.28690580994122,False,False,False,True,0,1,0
53,55721,18,0,8,1,10.928130321004064,False,False,False,True,0,1,0
1382,9896,6,1,8,0,9.199986959896691,False,False,True,False,0,1,0
200,59283,4,1,8,1,10.990094734076806,False,False,False,True,0,1,0
1628,12942,14,1,8,0,9.468310380442437,False,True,False,False,0,1,0
1601,12915,22,5,8,0,9.466222131878165,False,True,False,False,0,1,0
2705,6849,8,4,8,0,8.83200393125627,False,False,False,True,0,1,0
1995,6734,2,6,8,0,8.815073088844464,False,True,False,False,0,1,0
160,228736,23,5,8,1,12.340328150921755,True,False,False,False,0,1,0
613,266445,10,1,8,1,12.492926875414835,False,True,False,False,0,1,1
1539,7341,5,2,8,0,8.90136656405678,False,True,False,False,0,1,0
2434,3546,14,4,8,0,8.173857454773621,False,False,False,True,0,1,0
377,8895,19,0,8,0,9.093357016490364,True,False,False,False,0,1,0
2902,30710,18,2,8,0,10.33237617558788,False,True,False,False,0,1,0
649,1817,3,0,8,0,7.505492274737424,False,True,False,False,1,0,0
2825,12471,20,5,8,0,9.431241410737613,False,False,False,True,1,0,0
2184,10691,11,2,8,0,9.277251077258809,False,False,False,True,0,1,0
2791,6527,8,3,8,0,8.783855896643942,False,False,False,True,0,1,0
2175,14570,7,0,8,0,9.586788531013854,False,True,False,False,0,1,0
2738,14044,15,0,8,0,9.550021739538344,False,True,False,False,0,1,0
2344,5743,2,5,8,0,8.65591111072806,False,False,True,False,0,1,0
863,11570,14,2,8,0,9.356257246876337,True,False,False,False,0,1,0
2763,113267,2,4,8,1,11.637511971112945,False,False,True,False,0,1,0
2399,3297,8,2,8,0,8.101071503119543,False,False,False,True,0,1,0
1977,13521,18,1,8,0,9.512073267650623,False,False,False,True,0,1,0
1928,5691,17,5,8,0,8.646816959209742,False,False,True,False,0,1,0
424,7604,14,5,8,0,8.936561204693394,False,False,False,True,0,1,0
1295,3388,10,6,8,0,8.128290171607052,True,False,False,False,0,1,0
2463,4522,12,0,8,0,8.416930769477844,False,False,False,True,0,1,0
2909,11525,17,0,8,0,9.352360631996612,False,False,False,True,0,1,0
1663,7516,22,2,8,0,8.924922401177469,False,True,False,False,0,1,0
525,5095,9,6,8,0,8.536211197252,False,False,True,False,0,1,0
1500,3701,8,6,8,0,8.216628493133443,False,True,False,False,0,1,1
1743,11982,16,2,8,0,9.391244257682517,False,False,False,True,0,1,0
2528,11752,22,5,8,0,9.371863806132854,False,False,False,True,0,1,0
305,8546,0,0,8,0,9.053335623166017,False,True,False,False,0,1,0
659,277782,23,4,8,1,12.534595512325492,False,False,False,True,0,1,0
2216,5005,22,1,8,0,8.518392471991719,True,False,False,False,0,1,0
995,2141,14,0,8,0,7.669495251007694,False,False,True,False,0,1,0
1884,4703,3,1,8,0,8.456168489578463,False,True,False,False,0,1,0
2368,14991,13,4,8,0,9.615272004478204,False,True,False,False,0,1,0
1487,4383,21,2,8,0,8.385716828627851,False,False,False,True,0,1,0
